SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrand100K.6
1,1,0,0,1,0,0,1,1,0,0,0,1,0,65.704
1,0,0,0,1,1,1,0,1,1,1,0,1,1,62.887
0,0,1,1,1,0,1,1,0,0,0,0,1,1,67.609
0,0,1,1,1,0,1,1,1,0,0,1,1,0,64.87
1,0,0,0,1,0,0,1,1,0,1,1,0,0,66.577
0,1,0,1,1,0,1,1,1,1,1,0,1,1,63.995
0,0,1,1,0,1,0,1,0,1,1,1,1,0,66.824
0,0,1,1,0,0,1,0,0,0,0,0,0,0,63.288
0,0,0,0,0,0,1,1,0,1,1,0,0,1,64.678
0,0,1,0,0,1,0,1,1,0,0,1,1,0,63.284
1,0,1,1,0,1,0,1,0,1,0,0,1,0,63.605
1,1,1,1,1,1,0,1,1,0,0,0,0,1,62.59
1,1,1,1,0,0,1,0,1,1,0,1,1,0,64.057
1,0,0,0,1,1,0,0,1,1,0,1,1,0,66.544
1,1,0,1,1,1,1,0,1,1,1,1,1,0,64.81
0,0,0,0,1,0,0,0,0,1,0,1,0,0,62.689
1,1,1,0,0,1,0,0,0,0,1,1,1,0,63.915
1,1,0,0,0,0,1,1,1,1,1,1,1,0,65.604
1,1,0,0,0,1,0,1,0,0,0,1,1,1,67.951
1,1,1,1,1,0,1,0,1,1,0,1,0,1,64.029
0,1,0,1,0,1,1,1,0,0,0,0,1,1,64.208
1,0,0,0,0,1,1,0,1,0,1,1,1,1,64.866
1,0,0,1,0,0,1,1,0,1,0,1,1,1,63.912
0,1,0,1,0,0,0,0,1,1,1,0,1,1,66.155
0,1,0,0,0,1,0,1,0,1,0,0,1,0,66.222
1,1,0,1,1,0,1,1,0,1,0,1,1,0,63.522
0,1,0,1,0,1,0,0,1,0,1,0,1,1,64.951
0,1,1,0,1,0,1,0,1,0,0,1,1,1,104.36
1,0,0,1,0,0,0,1,0,1,1,0,0,1,820.99
1,1,0,1,0,0,1,1,1,0,1,0,0,0,897.56
0,1,1,0,0,1,0,0,1,1,0,0,0,0,858.81
1,1,0,1,0,1,0,1,1,0,1,1,1,0,819.83
1,0,0,0,0,1,1,0,1,1,1,0,1,0,945.89
1,1,0,1,0,0,1,1,1,0,1,1,0,1,983.84
1,1,1,1,0,1,0,0,0,0,1,0,0,0,205.83
1,1,0,1,0,0,0,1,1,1,1,0,0,1,152.21
1,0,1,1,1,0,0,1,1,0,0,0,0,0,156.39
0,1,0,0,1,0,1,1,0,1,1,1,1,0,155.28
0,0,0,1,0,0,0,1,1,0,1,1,0,1,127.44
0,0,0,1,0,0,0,1,1,1,0,1,0,1,132.76
1,0,1,1,0,0,1,0,1,1,1,0,1,0,117.59
1,1,1,1,1,1,1,0,1,0,0,0,1,0,113.04
0,1,0,1,1,1,1,0,1,0,1,1,1,0,104.09
0,1,1,1,1,1,0,1,0,1,0,1,1,1,109.33
0,1,1,1,0,0,1,1,1,1,0,0,1,0,107.36
0,1,0,1,0,0,0,0,1,0,1,0,1,1,100.22
1,0,1,0,0,1,0,0,1,1,0,0,1,0,108.97
1,0,0,0,0,0,0,0,1,0,1,1,0,0,107.12
1,1,1,0,1,1,0,0,1,0,0,1,0,0,97.786
0,1,1,0,0,1,1,0,0,1,0,0,0,1,99.686
0,1,1,1,1,1,1,0,0,1,0,0,0,0,80.478
0,0,1,0,1,1,0,0,1,1,1,1,0,0,89.063
0,0,1,0,1,1,0,0,1,0,1,1,0,0,97.477
1,0,1,0,1,1,0,1,1,0,0,0,1,0,90.225
1,0,0,1,0,1,1,1,1,1,1,1,1,1,82.597
1,0,1,1,1,1,1,1,1,1,1,1,1,0,98.527
0,1,0,1,0,0,1,0,0,0,0,1,0,0,89.229
1,0,1,1,1,1,0,0,0,0,1,0,0,0,88.066
1,1,0,0,1,1,0,0,0,0,1,1,0,0,90.702
0,1,0,1,1,0,0,0,0,0,0,0,1,1,80.526
1,0,1,1,1,1,1,0,0,1,0,0,1,0,73.087
0,0,1,1,0,1,0,0,0,0,1,0,0,0,72.605
1,1,0,0,1,0,1,0,1,1,1,0,1,1,81.008
1,1,1,0,1,1,1,0,1,1,0,1,0,1,74.177
0,0,0,0,1,0,0,1,1,0,0,0,0,1,73.927
1,1,1,1,1,0,0,0,0,1,0,1,0,0,73.984
0,0,0,0,1,0,0,0,0,1,0,1,1,0,74.656
0,0,0,0,1,0,1,1,0,1,1,1,1,0,71.557
0,0,1,1,0,0,1,0,1,1,1,1,1,0,81.581
1,1,0,1,0,0,0,0,1,1,1,1,1,0,74.228
1,1,1,1,0,0,0,1,1,1,0,0,1,0,76.495
1,0,0,0,0,0,0,0,0,0,0,0,1,0,62.049
0,0,0,1,0,1,0,1,1,1,0,1,0,1,72.501
0,0,1,0,1,0,0,1,0,1,1,1,0,1,78.81
1,0,0,0,1,0,1,1,0,0,1,1,0,1,71.777
0,1,1,1,1,0,0,0,1,1,1,1,1,0,73.794
1,0,0,1,0,0,0,0,1,0,1,0,0,0,75.506
0,0,0,1,1,0,0,1,1,1,1,0,0,1,64.486
0,0,0,0,0,0,0,0,0,1,0,1,0,1,63.434
1,0,0,0,0,0,1,0,0,1,0,1,0,0,64.231
1,0,1,0,1,1,0,1,1,1,0,1,1,1,64.389
0,1,1,0,0,1,1,1,0,1,1,0,1,1,63.412
1,0,1,0,0,0,0,0,1,0,1,1,1,0,65.274
0,0,1,0,0,1,1,0,0,1,1,0,1,0,64.557
1,1,1,0,0,0,0,1,1,0,1,0,1,1,63.793
0,1,0,0,1,1,1,1,1,0,0,1,1,0,63.865
1,0,1,0,1,1,1,0,1,1,0,0,0,1,66.005
0,0,1,0,1,0,0,1,0,1,0,0,1,1,63.185
0,0,1,0,0,1,1,1,0,1,0,1,0,1,63.296
0,0,0,0,1,0,0,1,1,1,1,0,1,0,64.704
0,0,0,1,0,1,0,1,1,1,1,1,0,1,63.296
0,0,1,0,1,0,0,0,1,0,1,1,1,0,63.55
0,1,0,0,1,0,0,0,1,1,0,1,0,0,65.784
1,1,1,0,1,1,0,1,1,0,1,0,1,1,62.952
1,1,1,0,0,0,1,1,1,0,0,0,0,1,64.761
0,1,0,1,0,1,1,0,0,1,0,0,0,1,63.899
0,0,1,1,0,1,0,0,1,0,1,0,0,1,64.166
0,1,1,0,1,1,1,1,0,0,1,1,0,1,63.439
0,0,0,0,1,0,1,1,0,0,0,1,1,1,63.069
0,0,0,0,1,1,0,0,1,0,0,1,0,1,63.286
0,0,1,0,0,1,1,1,1,1,0,1,0,0,63.971
1,1,0,1,1,0,0,0,1,0,1,1,0,1,62.424
0,0,0,1,0,0,1,0,0,0,1,0,1,1,64.386
0,0,0,0,0,0,0,1,1,1,0,0,1,1,64.345
0,0,1,1,0,0,0,1,1,1,1,1,1,1,64.897
0,0,0,1,0,1,1,0,0,0,1,1,1,0,64.237
0,0,1,0,1,1,1,1,1,0,1,1,0,0,64.492
0,1,0,0,1,1,1,0,0,1,1,0,0,1,63.416
1,0,0,1,1,0,0,1,0,0,0,0,0,1,62.245
1,1,0,1,1,1,1,1,1,1,0,1,1,0,64.636
1,1,0,1,1,0,0,0,0,0,1,1,0,1,64.33
1,1,1,0,0,1,0,1,1,0,1,0,0,1,63.236
0,0,1,1,0,0,0,0,0,0,1,0,1,1,63.12
1,1,1,1,1,0,1,1,1,0,1,0,1,0,64.67
1,1,1,0,0,0,0,0,0,0,1,0,1,1,67.97
0,0,1,0,0,1,0,0,0,1,0,1,1,1,65.015
0,1,0,0,0,0,1,1,0,1,0,0,1,0,95.117
0,1,0,0,0,0,0,0,0,1,0,0,0,1,66.08
1,1,0,0,0,0,1,1,0,1,1,1,0,1,65.307
0,1,0,0,0,0,0,0,0,0,0,0,1,0,65.209
1,0,0,1,0,0,1,0,1,1,0,1,1,1,63.135
0,0,1,1,1,0,0,1,1,0,0,1,1,1,63.607
1,0,1,0,0,1,1,0,1,0,0,1,0,0,61.171
0,0,1,0,1,0,1,1,0,0,0,1,0,1,61.953
1,1,0,1,1,1,1,1,1,1,0,0,0,0,63.716
1,1,1,1,1,0,0,0,0,1,1,0,0,0,63.527
1,0,1,1,1,1,1,1,0,0,0,1,1,0,65.904
0,0,0,0,1,0,0,1,0,1,1,0,1,1,64.233
0,1,0,0,0,1,1,0,0,1,1,0,1,1,62.999
1,0,0,1,0,1,0,1,1,0,1,0,1,1,63.578
1,1,1,1,0,1,1,1,0,1,1,1,1,0,65.534
1,1,0,1,1,0,1,0,1,0,0,0,0,1,64.408
0,0,1,1,1,0,1,0,1,0,1,1,0,1,64.601
0,1,1,1,0,0,0,0,1,1,0,0,1,0,65.287
1,1,0,0,1,1,0,1,1,0,0,1,1,0,63.224
1,1,1,0,0,0,1,1,0,1,1,1,1,0,68.648
0,1,1,1,1,0,1,0,0,0,1,1,1,0,72.248
0,0,0,1,0,1,1,1,0,1,1,0,1,1,67.156
0,0,0,1,0,0,0,1,0,0,0,0,1,0,72.219
0,0,0,1,0,1,1,0,1,0,0,1,1,0,64.084
1,0,0,1,1,0,1,0,1,0,1,0,0,1,64.358
0,1,0,0,0,0,0,0,0,1,0,0,0,1,65.82
1,0,0,1,0,1,1,0,0,1,1,0,1,1,64.035
0,1,1,1,1,0,0,1,0,0,1,1,0,0,63.136
0,1,1,0,0,1,0,1,1,0,0,0,0,1,65.069
0,0,0,0,0,1,1,1,0,0,1,0,0,0,62.078
0,1,0,0,1,1,0,1,0,1,1,1,1,1,63.478
0,0,1,1,1,0,1,1,1,0,0,1,0,0,62.9
0,1,1,0,1,0,1,1,1,0,1,0,0,0,64.372
0,1,0,1,0,0,0,0,1,0,1,1,1,0,65.593
1,1,1,1,1,1,0,0,1,1,1,1,0,0,64.542
0,0,1,0,1,0,1,1,1,1,1,0,1,1,66.244
0,0,1,0,0,1,0,1,1,1,1,1,0,1,66.044
1,0,0,0,0,0,1,0,0,0,0,0,1,1,65.293
1,0,1,0,1,0,0,0,0,1,0,0,1,1,66.08
