topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$latency
4,10,2,10,1,0,1000,1000,1024,10000,2,29,0.0223789329508
4,1,4,10,1,1,1,1000,512,10000,2,0,4.75160041914e-05
4,10,4,10,1,0,1,10,512,100,2,0,5.27648651195e-05
2,10,4,1000000,1,1,1000,10,512,100,5,29,0.00859818671193
2,10,2,1000000,10,1,1,1000,512,10000,2,0,0.000139509198353
2,1,2,10,1,0,1000,10,512,100,5,29,0.0097117739962
4,10,4,1000000,10,1,1,1000,1024,10000,5,0,0.000374602916764
2,1,2,10,1,1,1000,10,1024,100,5,29,0.0101222901719
2,10,2,10,10,1,1,10,1024,100,2,29,0.000141442989221
4,1,2,10,10,0,1000,10,1024,100,2,0,0.610214338617
2,10,4,1000000,10,1,1,1000,1024,10000,5,29,0.000133707825748
4,10,2,1000000,10,1,1000,10,512,100,2,29,0.783420395361
4,1,2,10,10,1,1,10,1024,100,2,0,0.000364657706585
2,10,2,10,1,1,1000,1000,1024,10000,2,29,0.00842580306882
4,10,4,10,10,0,1000,1000,1024,10000,5,29,0.693310713505
4,1,4,10,1,1,1,1000,512,10000,5,29,7.37603088319e-05
2,1,2,10,1,1,1000,1000,1024,10000,2,0,0.00971619408962
4,1,2,1000000,10,1,1000,10,512,100,5,0,0.625829976134
4,10,2,1000000,10,1,1000,1000,512,10000,5,29,0.744585730889
2,1,4,10,10,0,1000,10,1024,100,5,0,0.47919089085
4,10,2,1000000,10,0,1,1000,512,10000,2,0,0.000481513926195
2,1,4,10,1,0,1000,10,1024,100,2,0,0.0110239892282
4,1,4,1000000,10,0,1000,10,512,100,5,29,0.615278936901
2,10,4,10,1,1,1,1000,512,10000,2,0,8.28767514965e-06
4,10,4,1000000,1,1,1,10,512,100,2,0,6.32625869757e-05
2,1,2,10,10,0,1000,1000,512,10000,2,0,0.688786195385
4,10,2,10,10,1,1000,10,512,100,5,29,0.728852960896
2,10,4,1000000,10,0,1000,1000,512,10000,5,0,0.320051781394
2,10,2,1000000,1,1,1,10,1024,100,5,29,4.42009341315e-06
2,1,2,10,10,1,1,1000,512,10000,5,29,0.000130392755688
2,10,4,1000000,1,0,1,1000,512,10000,5,0,6.90639595805e-06
2,1,4,1000000,1,0,1000,10,512,100,2,29,0.00758957664622
2,10,2,1000000,10,0,1,1000,1024,10000,2,29,0.000147796873502
2,10,2,10,10,0,1,1000,1024,10000,2,0,0.000133707825748
4,10,4,10,1,1,1000,1000,1024,10000,2,29,0.0232615703542
4,10,2,1000000,1,0,1000,10,512,100,5,29,0.0235911435693
2,10,4,1000000,10,0,1000,10,1024,100,2,29,0.296658437005
2,10,4,1000000,10,1,1,10,1024,100,5,0,0.00016133340958
4,10,4,10,10,0,1000,1000,1024,10000,2,29,0.481570558642
4,10,2,10,10,0,1000,10,1024,100,5,29,0.945365711623
4,1,2,1000000,10,1,1,10,512,100,2,0,0.000411068687423
2,10,4,10,1,0,1000,1000,1024,10000,5,29,0.00926865963154
4,10,4,1000000,1,1,1000,10,1024,100,5,0,0.0277758670082
2,1,4,10,1,1,1000,1000,512,10000,5,0,0.0095438104465
4,1,4,10,1,0,1000,1000,1024,10000,2,0,0.0234668284421
2,1,2,1000000,1,1,1,1000,1024,10000,2,0,6.07762844308e-06
4,10,2,1000000,10,0,1,10,512,100,2,0,0.000396979639668
2,10,2,1000000,1,1,1,1000,1024,10000,2,29,7.73516347301e-06
2,1,4,10,1,0,1,1000,512,10000,5,29,6.63014011972e-06
2,10,2,10,10,1,1000,1000,512,10000,2,0,0.501897739481
4,10,2,10,1,0,1000,1000,512,10000,2,0,0.0273308188527
2,1,4,1000000,10,0,1000,1000,1024,10000,2,29,0.308487988258
4,1,4,10,10,0,1000,1000,512,10000,5,0,0.604638114521
4,1,2,10,1,0,1,10,1024,100,2,29,4.0333352395e-05
2,10,2,1000000,10,0,1000,1000,1024,10000,2,29,0.681054070726
4,10,4,1000000,1,0,1000,10,1024,100,5,29,0.024319630215
4,10,4,1000000,1,0,1000,1000,512,10000,5,0,0.0267211222175
4,1,4,1000000,1,1,1,1000,1024,10000,2,0,4.58584691614e-05
2,10,4,1000000,1,0,1000,1000,512,10000,2,29,0.00809236227196
2,10,2,1000000,10,1,1000,10,1024,100,5,0,0.371440892439
2,1,2,1000000,10,0,1,10,512,100,5,29,0.000151111943562
4,1,2,1000000,1,0,1000,1000,1024,10000,2,29,0.0232626753776
4,10,2,1000000,10,0,1,1000,512,10000,5,0,0.000436760480387
2,1,4,1000000,10,0,1,10,512,100,5,29,0.000138127919161
4,10,4,1000000,1,1,1,10,512,100,5,0,5.46986559877e-05
2,1,4,10,10,0,1,1000,1024,10000,2,0,0.000156913316167
4,1,4,1000000,10,0,1,1000,1024,10000,5,29,0.0004411805738
2,10,2,10,10,0,1,10,1024,100,2,29,0.000140061710029
4,1,4,1000000,1,0,1,1000,1024,10000,5,0,5.11073300895e-05
4,1,4,10,10,1,1000,1000,512,10000,2,29,0.580591977586
2,10,2,10,1,1,1000,10,512,100,2,0,0.00961701824366
4,10,2,1000000,10,0,1000,1000,512,10000,2,29,0.712733156474
4,10,4,1000000,1,1,1000,10,1024,100,5,29,0.0225397138487
4,10,4,10,1,1,1,10,512,100,5,0,5.41461443111e-05
2,10,2,1000000,10,1,1000,10,512,100,2,29,0.576608368397
4,1,4,1000000,1,1,1000,1000,512,10000,2,0,0.0218866450469
2,10,2,1000000,1,0,1000,1000,512,10000,5,0,0.00916009108708
2,1,4,10,1,0,1,1000,512,10000,2,29,5.80137260476e-06
2,10,2,10,10,1,1,1000,1024,10000,2,0,0.000121276313023
2,1,4,10,1,0,1000,10,512,100,5,29,0.0076276999519
2,10,4,10,1,1,1,1000,512,10000,5,0,6.3538842814e-06
2,10,4,1000000,10,0,1,10,1024,100,2,0,0.000150283176047
2,1,2,10,10,1,1,10,1024,100,2,29,0.000122381336377
4,1,4,1000000,1,1,1,1000,1024,10000,5,29,5.33173767961e-05
4,10,4,10,10,0,1000,10,1024,100,2,29,0.558045909853
4,10,2,10,10,1,1,10,512,100,2,0,0.000386205661974
2,1,2,10,10,0,1000,1000,1024,10000,2,29,0.491454163769
4,10,4,10,10,1,1,1000,512,10000,2,29,0.000365762729938
4,10,2,10,1,1,1000,1000,1024,10000,2,29,0.0225899924113
4,1,2,1000000,10,0,1,10,1024,100,5,0,0.000422395176794
4,10,2,10,1,0,1000,1000,512,10000,5,0,0.0231966502322
2,10,4,1000000,1,1,1,10,1024,100,2,0,3.59132589818e-06
2,10,2,1000000,1,1,1000,1000,512,10000,2,29,0.00977779914156
2,10,4,1000000,10,1,1,1000,1024,10000,2,29,0.00014807312934
4,1,2,10,10,1,1,10,1024,100,2,29,0.000379299266016
2,10,4,10,1,1,1000,10,512,100,5,0,0.008251209379
2,10,2,10,1,0,1000,10,1024,100,2,29,0.00966453424785
4,1,2,10,10,1,1000,10,512,100,2,29,0.620081368395
2,10,2,10,1,0,1,10,1024,100,5,0,6.07762844308e-06
4,10,4,10,1,0,1,1000,1024,10000,2,29,5.74612143709e-05
4,10,2,1000000,1,0,1,1000,512,10000,2,0,5.38698884728e-05
4,1,4,10,1,0,1,10,512,100,5,0,6.38150986523e-05
4,1,2,1000000,10,1,1000,10,512,100,2,0,0.635017416549
4,10,2,1000000,1,0,1,10,1024,100,2,29,4.47534458081e-05
4,10,4,10,10,1,1,1000,512,10000,5,0,0.000603342750895
4,1,4,1000000,10,1,1000,1000,512,10000,2,29,0.573875093133
4,10,2,1000000,1,1,1000,10,512,100,5,29,0.0227115449801
2,1,2,1000000,10,0,1000,10,512,100,5,29,0.630979108705
2,1,4,10,1,1,1,10,512,100,5,29,1.82328853292e-05
4,1,2,10,10,0,1,1000,512,10000,5,0,0.00039173077874
4,10,4,1000000,1,0,1000,10,512,100,5,0,0.0218018345045
2,1,4,1000000,1,0,1,10,1024,100,5,0,8.01141931133e-06
4,10,2,1000000,10,0,1,10,512,100,2,29,0.000395598360477
2,1,2,10,1,1,1,1000,512,10000,5,29,6.63014011972e-06
2,1,2,10,1,1,1,1000,1024,10000,2,0,4.69634925147e-06
2,10,2,1000000,10,0,1000,10,512,100,2,0,0.565821406678
2,10,4,10,10,1,1000,10,1024,100,5,29,0.304714057251
2,1,4,10,10,1,1000,10,512,100,5,0,0.280928429571
2,1,4,10,10,1,1000,1000,1024,10000,5,29,0.282176553449
2,10,2,10,10,1,1,10,512,100,5,29,0.000141995500897
4,1,4,1000000,10,1,1000,10,512,100,5,0,0.628555516235
4,1,2,1000000,10,0,1000,10,512,100,2,29,0.682756635458
4,10,4,1000000,1,0,1,1000,1024,10000,5,0,6.60251453589e-05
2,1,4,10,1,1,1,10,512,100,2,29,1.43653035927e-05
2,10,2,10,10,0,1000,10,512,100,5,29,0.423439147607
2,10,4,10,1,1,1,10,512,100,2,0,5.52511676644e-06
2,1,4,10,10,1,1,1000,512,10000,5,0,0.000133707825748
2,10,2,10,10,1,1000,10,512,100,2,0,0.696703963967
2,1,2,1000000,10,0,1000,1000,1024,10000,5,0,0.615040251857
2,1,2,1000000,1,1,1000,10,1024,100,2,0,0.009922280945
4,1,2,10,10,1,1000,1000,512,10000,5,0,0.693964058563
2,10,4,1000000,1,1,1000,1000,1024,10000,5,29,0.00811391022735
2,10,2,10,10,0,1000,10,1024,100,5,29,0.532931491591
4,10,4,1000000,10,1,1000,1000,1024,10000,2,29,0.566246288157
2,1,2,10,1,1,1000,1000,512,10000,2,0,0.00903163212226
4,1,4,10,1,1,1,1000,1024,10000,5,29,3.37032122753e-05
2,1,4,1000000,10,0,1,1000,512,10000,2,0,0.000155808292814
4,10,2,1000000,10,0,1,1000,1024,10000,5,0,0.000414936269159
4,10,4,1000000,1,0,1000,10,1024,100,5,0,0.021956537774
4,10,4,1000000,10,1,1000,1000,1024,10000,2,0,0.490628435069
4,10,2,1000000,1,0,1000,10,512,100,2,0,0.0286308788278
2,10,2,10,1,0,1,10,512,100,2,29,5.52511676644e-06
4,1,4,1000000,1,0,1000,10,512,100,2,0,0.0283316937549
4,1,2,1000000,10,0,1000,10,512,100,2,0,0.682666852311
4,10,4,10,1,1,1000,1000,512,10000,5,0,0.0246295892656
4,10,2,1000000,1,1,1,10,512,100,2,0,5.38698884728e-05
2,10,4,10,10,0,1,10,512,100,5,29,0.000155255781137
2,1,4,1000000,10,0,1000,10,512,100,5,29,0.289982438416
4,1,2,10,1,1,1000,1000,1024,10000,5,29,0.0197042239241
4,1,4,10,1,1,1000,1000,1024,10000,5,0,0.0230181889607
4,1,2,1000000,1,0,1,1000,1024,10000,2,0,6.16050519458e-05
4,1,2,10,1,1,1,1000,1024,10000,5,29,5.13835859279e-05
2,10,2,10,10,0,1000,1000,1024,10000,2,29,0.480973569775
4,10,4,1000000,1,0,1,10,512,100,5,0,5.05548184129e-05
2,10,2,10,1,1,1,10,512,100,2,0,7.18265179637e-06
4,10,2,1000000,10,0,1000,10,1024,100,5,29,0.635040345784
4,10,2,10,1,1,1,1000,1024,10000,5,29,5.96712610775e-05
2,1,2,10,1,0,1000,1000,512,10000,5,29,0.00950347709411
2,10,2,10,1,1,1000,1000,1024,10000,5,29,0.00928412995848
4,10,2,1000000,1,1,1000,1000,512,10000,5,0,0.0283037919153
2,1,4,10,1,1,1,10,1024,100,2,0,4.97260508979e-06
4,10,4,1000000,1,1,1,10,1024,100,2,29,4.86210275446e-05
4,1,2,1000000,1,1,1,10,512,100,5,29,3.950458488e-05
4,1,2,1000000,10,0,1000,10,1024,100,5,0,0.720521084812
2,10,4,10,10,1,1000,1000,512,10000,2,0,0.338012554723
4,10,2,1000000,1,0,1000,10,1024,100,5,0,0.0233179265452
2,10,4,1000000,1,0,1,1000,512,10000,2,29,3.59132589818e-06
2,10,4,10,10,1,1,10,512,100,5,29,0.00014973066437
2,10,4,10,10,0,1000,1000,1024,10000,2,29,0.380297654616
4,1,4,10,1,0,1,1000,512,10000,2,0,0.00023868504431
4,10,4,1000000,1,0,1000,1000,1024,10000,2,29,0.0251923224082
2,1,4,1000000,1,1,1,1000,512,10000,5,0,4.42009341315e-06
4,1,4,10,10,0,1,10,512,100,5,0,0.000511073300895
2,1,4,1000000,1,0,1000,10,1024,100,2,0,0.00871089909396
4,10,2,10,1,1,1,1000,512,10000,2,0,5.41461443111e-05
2,10,4,1000000,1,0,1000,1000,1024,10000,5,29,0.0101996418067
2,10,2,10,1,1,1000,1000,512,10000,5,29,0.00928689251686
2,10,4,10,1,0,1000,1000,1024,10000,2,0,0.0089086982742
4,10,2,10,10,1,1000,10,1024,100,2,29,0.759352986726
2,1,4,10,1,0,1000,10,1024,100,5,29,0.00880427356732
2,1,2,10,1,0,1,10,1024,100,5,0,3.03881422154e-06
2,1,2,1000000,10,1,1,1000,512,10000,5,29,0.00019420785434
4,1,4,1000000,10,0,1,10,512,100,5,29,0.000452230807333
2,10,2,1000000,10,0,1000,10,1024,100,2,0,0.733756502026
2,10,4,1000000,10,1,1,10,1024,100,2,29,0.000140890477544
2,10,4,10,1,0,1,1000,512,10000,2,29,4.97260508979e-06
4,10,2,10,10,0,1000,10,1024,100,5,0,0.599658879291
2,10,2,10,10,0,1000,10,512,100,5,0,0.54456545371
2,10,2,1000000,1,1,1000,10,1024,100,2,29,0.0103297583065
2,10,2,1000000,1,0,1,10,512,100,2,0,2.4863025449e-06
2,10,2,10,10,1,1,10,1024,100,5,29,0.000146691850149
4,1,2,1000000,10,1,1,10,1024,100,2,29,0.000420737641764
2,1,4,10,1,0,1000,10,1024,100,2,29,0.00982752519246
4,1,2,1000000,1,0,1,1000,1024,10000,5,0,5.5803679341e-05
2,10,2,1000000,10,1,1000,1000,512,10000,5,29,0.559126622692
2,10,2,1000000,10,0,1000,1000,512,10000,5,29,0.449809701166
4,10,2,10,1,1,1000,1000,1024,10000,5,0,0.0203882333798
2,1,4,1000000,1,1,1000,1000,1024,10000,5,0,0.00991233573483
2,10,2,1000000,10,1,1,10,512,100,5,0,0.000135365360778
2,10,4,1000000,10,0,1,10,512,100,5,0,0.000150559431885
4,10,4,10,1,0,1000,1000,1024,10000,2,29,0.0213650740241
2,10,2,1000000,10,1,1000,1000,512,10000,5,0,0.673206471127
4,1,2,1000000,10,1,1000,1000,512,10000,5,29,0.685763956514
2,10,4,10,10,1,1000,1000,512,10000,5,0,0.292265969176
2,1,2,10,1,0,1000,1000,1024,10000,5,29,0.00957143603034
2,10,4,10,1,0,1,1000,1024,10000,5,29,6.07762844308e-06
4,1,2,1000000,1,1,1,10,512,100,2,29,4.00570965567e-05
4,10,4,1000000,1,1,1000,1000,1024,10000,2,0,0.0222993712693
4,1,4,1000000,1,0,1,10,1024,100,5,29,5.22123534428e-05
2,10,2,10,1,1,1000,10,1024,100,5,29,0.00817855409352
2,1,4,1000000,1,1,1000,1000,512,10000,2,29,0.00864432143693
4,1,4,10,1,0,1000,1000,512,10000,5,0,0.0197304682288
4,1,4,10,10,1,1,1000,512,10000,2,29,0.000375984195956
4,1,4,10,1,0,1000,10,512,100,2,0,0.0232726205877
2,1,4,10,10,1,1,1000,512,10000,2,29,0.000129287732335
2,1,2,1000000,10,0,1,10,512,100,2,0,0.000159123362873
4,1,4,10,1,0,1,1000,512,10000,5,0,0.000110502335329
4,10,4,1000000,1,0,1000,1000,1024,10000,5,0,0.021679729424
2,1,4,10,10,1,1000,1000,512,10000,2,0,0.386609824265
4,10,4,10,10,0,1,1000,512,10000,2,29,0.000467977390117
4,10,2,1000000,10,0,1,10,512,100,5,29,0.000640084777392
2,10,4,10,1,0,1000,10,1024,100,2,29,0.00792522748978
2,1,2,1000000,1,0,1,10,1024,100,5,0,1.04977218562e-05
4,10,2,10,10,1,1,10,512,100,5,29,0.000408582384878
2,1,4,1000000,10,0,1,1000,1024,10000,5,29,0.000150006920209
4,10,2,10,10,0,1000,10,512,100,2,0,0.591087765651
4,10,4,1000000,1,1,1,1000,512,10000,2,29,5.60799351793e-05
2,1,4,1000000,1,1,1,1000,512,10000,2,29,5.80137260476e-06
2,10,4,1000000,10,1,1,10,512,100,5,29,0.000147244361826
2,1,4,1000000,1,0,1,1000,512,10000,5,29,7.45890763469e-06
2,10,4,10,10,1,1,1000,512,10000,5,0,0.000150559431885
2,1,2,10,10,0,1,1000,512,10000,2,0,0.000140614221706
2,10,2,1000000,10,1,1,10,512,100,5,29,0.000133155314071
2,1,4,1000000,1,1,1,10,1024,100,5,29,3.59132589818e-06
2,10,2,10,1,0,1,1000,512,10000,5,0,7.45890763469e-06
4,1,4,1000000,1,1,1000,10,1024,100,5,0,0.0235057805153
2,1,4,1000000,1,0,1000,10,512,100,5,0,0.00942723048273
4,1,4,10,1,0,1,1000,1024,10000,5,29,6.02237727542e-05
2,10,2,10,1,1,1,1000,1024,10000,2,0,3.59132589818e-06
4,10,4,1000000,1,1,1,1000,1024,10000,5,0,5.80137260476e-05
4,10,2,10,10,0,1,10,512,100,5,0,0.000405819826495
2,1,2,1000000,1,1,1,1000,512,10000,5,0,5.80137260476e-06
2,1,4,10,1,1,1000,10,512,100,5,0,0.0088603535025
4,10,2,10,10,1,1000,1000,1024,10000,5,29,0.732302567549
4,10,4,10,1,0,1000,10,1024,100,5,29,0.0205760873499
4,10,4,1000000,10,1,1,10,512,100,5,0,0.000429854084429
4,10,4,10,10,0,1,1000,512,10000,5,29,0.000445600667213
4,1,4,1000000,10,0,1,10,1024,100,5,29,0.000439799294608
4,1,2,10,1,1,1000,10,512,100,5,0,0.0251478452183
2,10,4,10,10,0,1000,10,1024,100,2,29,0.323316849147
2,10,2,1000000,1,1,1,10,1024,100,2,0,0.0
4,10,4,1000000,1,0,1000,10,1024,100,2,0,0.0295524683045
4,10,2,10,1,1,1,10,1024,100,5,29,4.55822133231e-05
4,10,4,1000000,10,1,1000,1000,512,10000,5,29,0.592112951067
4,1,4,1000000,1,1,1,10,512,100,5,0,6.18813077841e-05
2,1,4,10,1,0,1,1000,1024,10000,5,0,7.18265179637e-06
4,10,2,1000000,1,0,1000,1000,1024,10000,5,29,0.0251727082437
2,1,2,10,1,1,1,1000,1024,10000,5,0,7.18265179637e-06
4,1,2,1000000,10,1,1000,1000,1024,10000,2,0,0.664096658603
2,1,2,1000000,1,0,1000,1000,1024,10000,2,0,0.0106441374505
4,10,2,1000000,10,1,1000,1000,1024,10000,5,29,0.70725969955
4,10,2,1000000,1,1,1000,1000,1024,10000,2,0,0.0203255233045
2,1,4,10,1,0,1000,10,512,100,5,0,0.0100695253068
4,10,2,1000000,1,1,1,10,512,100,2,29,5.82899818859e-05
2,10,2,1000000,1,1,1,10,512,100,5,0,1.10502335329e-06
2,10,2,10,10,1,1000,1000,1024,10000,2,29,0.570640689778
4,10,4,1000000,10,1,1,1000,1024,10000,2,0,0.000381785568561
2,10,2,10,1,0,1000,1000,512,10000,2,29,0.00948745425549
4,10,2,10,1,0,1000,10,1024,100,2,0,0.0214261265644
4,10,2,1000000,10,0,1,1000,1024,10000,2,0,0.000421013897602
4,1,2,1000000,1,1,1,10,1024,100,5,0,3.75707940118e-05
4,1,2,10,10,0,1000,1000,1024,10000,2,29,0.626688303024
4,10,2,1000000,1,1,1000,1000,512,10000,2,29,0.0249370620136
4,10,4,1000000,10,1,1000,1000,1024,10000,5,29,0.545682356064
4,10,4,1000000,10,1,1000,10,1024,100,5,0,0.62476086604
2,1,2,10,10,1,1000,1000,512,10000,2,29,0.646711602441
4,1,4,10,10,1,1000,10,512,100,2,29,0.559562830661
2,10,4,10,1,1,1000,1000,1024,10000,5,29,0.00869957260459
2,10,2,10,1,0,1000,10,1024,100,2,0,0.00892665490369
2,10,4,10,1,0,1000,10,512,100,2,29,0.0107955256499
4,1,2,1000000,10,0,1,10,512,100,2,29,0.000498365532333
2,10,2,1000000,10,0,1000,1000,512,10000,2,0,0.530617296433
2,1,2,10,10,1,1,1000,512,10000,2,0,0.000134260337424
4,1,2,1000000,1,1,1000,1000,512,10000,2,29,0.0220711839469
2,10,2,10,10,1,1000,1000,512,10000,5,0,0.54638763722
2,10,2,10,1,0,1000,10,512,100,2,29,0.0100482536073
4,10,4,10,10,1,1,1000,1024,10000,2,0,0.000433445410327
2,1,2,10,10,0,1,10,1024,100,5,29,0.000143376780089
2,10,2,1000000,10,0,1,10,512,100,5,29,0.000155808292814
4,1,2,1000000,1,1,1,10,1024,100,2,0,5.30411209578e-05
4,1,4,1000000,10,1,1,1000,1024,10000,2,29,0.0003654864741
2,10,4,1000000,1,0,1,1000,1024,10000,2,0,4.69634925147e-06
4,1,4,10,10,0,1000,1000,1024,10000,2,0,0.577137398327
2,1,2,1000000,1,1,1000,1000,512,10000,2,29,0.00886504985175
4,1,4,1000000,1,0,1000,1000,1024,10000,5,29,0.0218871975586
4,1,4,1000000,10,1,1000,10,512,100,2,29,0.656710406254
4,10,2,10,1,1,1,1000,512,10000,5,29,5.13835859279e-05
4,10,4,1000000,1,0,1,10,1024,100,2,29,5.08310742512e-05
2,10,2,10,1,0,1,1000,512,10000,2,0,7.18265179637e-06
4,10,2,1000000,1,1,1,10,512,100,5,0,6.3538842814e-05
2,10,2,1000000,10,0,1,1000,1024,10000,2,0,0.000147244361826
2,1,2,10,1,0,1,1000,1024,10000,5,29,5.80137260476e-06
2,1,4,1000000,10,0,1,10,512,100,2,0,0.000158570851197
4,1,4,10,10,1,1000,10,512,100,5,0,0.670987307978
2,10,4,10,10,0,1,1000,512,10000,2,0,0.000161057153742
4,1,4,1000000,1,1,1000,1000,1024,10000,2,29,0.0223037913628
2,10,2,1000000,1,1,1000,10,512,100,2,0,0.0103327971208
4,1,4,10,10,1,1000,10,1024,100,5,0,0.571278564508
2,1,4,10,10,1,1,10,512,100,2,29,0.000174593689819
4,1,2,1000000,1,0,1,1000,512,10000,5,29,3.97808407183e-05
2,1,4,1000000,1,0,1000,1000,512,10000,2,29,0.00870261141881
4,1,4,1000000,1,0,1,10,512,100,2,0,4.97260508979e-05
2,1,4,10,1,1,1000,1000,1024,10000,2,0,0.00934076240534
2,10,2,10,1,0,1,10,1024,100,2,29,8.56393098798e-06
4,10,4,1000000,1,1,1,1000,1024,10000,2,29,5.55274235027e-05
4,1,4,1000000,10,1,1000,10,512,100,5,29,0.752392168368
4,1,2,1000000,1,1,1000,1000,1024,10000,5,29,0.0244630069951
4,1,2,10,1,0,1,1000,1024,10000,5,0,6.24338194607e-05
2,10,4,1000000,10,1,1000,10,1024,100,5,0,0.345314272786
4,10,4,10,1,1,1000,1000,1024,10000,5,0,0.01933873745
2,1,4,10,10,1,1000,10,512,100,2,29,0.309772025395
2,10,4,1000000,10,0,1,1000,1024,10000,2,29,0.000154979525299
4,10,4,1000000,10,0,1000,10,512,100,5,0,0.594738486554
2,1,2,1000000,1,0,1,10,1024,100,2,29,8.28767514965e-07
4,1,2,10,1,0,1,10,512,100,5,29,4.0333352395e-05
4,1,4,10,1,0,1000,1000,1024,10000,5,29,0.026228281802
4,10,4,10,1,1,1000,1000,1024,10000,2,0,0.0297792743477
4,10,4,1000000,10,0,1,1000,1024,10000,2,29,0.000422947688471
4,10,2,10,1,1,1000,1000,1024,10000,5,29,0.0263863001415
2,1,2,10,10,0,1000,1000,512,10000,5,29,0.72889053169
4,10,2,10,1,0,1,10,512,100,2,0,4.8897283383e-05
2,1,2,10,10,1,1,10,512,100,5,0,0.000160780897903
2,10,2,10,1,1,1,10,1024,100,2,29,6.07762844308e-06
4,1,2,10,10,0,1,10,512,100,2,0,0.000426815270207
4,10,4,1000000,1,0,1,1000,512,10000,5,29,6.63014011972e-05
4,1,2,1000000,1,1,1000,10,512,100,5,29,0.0238071756349
2,10,4,10,10,0,1000,10,512,100,2,0,0.262692229172
2,1,4,1000000,10,0,1,10,1024,100,5,29,0.000139509198353
2,10,4,1000000,1,1,1,1000,512,10000,5,0,6.3538842814e-06
4,1,2,10,10,0,1000,1000,1024,10000,2,0,0.909503283715
4,10,4,10,10,0,1,10,512,100,5,0,0.000398637174698
4,10,2,1000000,10,1,1000,10,1024,100,5,29,0.664585631437
4,10,4,1000000,1,0,1000,10,512,100,2,0,0.0225283873593
4,10,4,10,1,0,1000,10,512,100,5,0,0.0228256386413
4,1,4,10,10,0,1,10,1024,100,2,29,0.000421290153441
4,1,2,10,1,0,1,10,1024,100,5,0,4.8068515868e-05
2,10,4,1000000,1,1,1,10,1024,100,5,0,5.52511676644e-06
4,10,4,10,1,0,1000,1000,1024,10000,5,0,0.0259232953564
4,10,4,10,1,1,1,1000,1024,10000,2,0,6.79589362272e-05
4,1,4,1000000,1,1,1000,1000,512,10000,5,29,0.0254089069855
4,1,2,1000000,1,0,1000,10,512,100,5,0,0.0232452712598
2,10,2,10,10,1,1000,1000,512,10000,5,29,0.735809082905
4,1,2,10,1,0,1000,1000,512,10000,5,0,0.0239925433024
2,10,4,1000000,1,1,1,1000,512,10000,2,0,3.31507005986e-06
2,10,4,1000000,10,1,1,10,512,100,2,29,0.000140890477544
4,10,4,10,1,1,1,10,512,100,2,29,5.44224001494e-05
4,10,2,1000000,1,1,1000,10,512,100,2,0,0.0239922670466
4,10,4,10,1,1,1000,1000,512,10000,2,0,0.0242389635102
4,10,4,10,1,0,1,1000,1024,10000,5,29,6.21575636224e-05
4,1,4,10,10,1,1000,10,1024,100,2,0,0.617953645928
2,1,2,1000000,1,0,1,1000,1024,10000,2,29,5.24886092811e-06
4,1,4,10,10,1,1,1000,1024,10000,5,0,0.000401952244758
4,1,2,10,10,0,1,10,512,100,5,0,0.000427091526046
4,10,4,10,1,0,1000,10,512,100,5,29,0.0237237463717
4,10,2,1000000,1,0,1000,1000,512,10000,2,29,0.0215996152309
4,10,4,10,1,0,1000,1000,512,10000,2,0,0.0230201227515
2,1,4,10,10,1,1000,10,512,100,2,0,0.269079816666
2,10,2,10,1,0,1,1000,512,10000,2,29,5.24886092811e-06
2,10,2,10,10,0,1,10,512,100,5,29,0.000141995500897
4,10,2,10,1,1,1,10,512,100,2,29,4.86210275446e-05
2,10,2,10,1,0,1000,10,512,100,5,29,0.0105637470016
4,10,4,1000000,10,1,1,10,512,100,2,0,0.000466319855087
4,1,4,1000000,10,0,1,10,512,100,2,29,0.000445600667213
4,10,4,10,10,0,1000,1000,512,10000,2,0,0.548983337077
4,1,2,10,1,0,1,1000,1024,10000,5,29,5.71849585326e-05
2,10,4,10,1,1,1000,10,1024,100,2,29,0.00873244704935
2,10,4,1000000,10,0,1000,1000,1024,10000,2,0,0.259375777833
2,1,4,1000000,1,0,1,10,1024,100,5,29,4.14383757483e-06
4,1,2,10,1,0,1000,1000,512,10000,2,29,0.020840740443
2,1,2,1000000,10,0,1,1000,1024,10000,5,29,0.000150559431885
2,1,4,10,10,1,1,10,512,100,5,29,0.00016464847964
2,10,2,10,10,0,1000,1000,1024,10000,5,0,0.506073898989
2,1,2,1000000,10,1,1,1000,1024,10000,5,29,0.000143100524251
2,1,4,1000000,1,1,1,1000,1024,10000,2,29,3.86758173651e-06
2,10,2,1000000,1,1,1000,10,1024,100,5,29,0.00948883553468
2,10,4,10,1,1,1,1000,1024,10000,5,0,4.42009341315e-06
4,10,4,1000000,10,0,1,10,512,100,5,0,0.000381233056884
2,10,4,1000000,1,1,1,10,512,100,5,0,6.3538842814e-06
2,10,4,10,10,0,1,1000,512,10000,5,29,0.000149178152694
2,1,4,10,1,1,1,1000,512,10000,5,29,5.52511676644e-06
4,1,4,1000000,10,1,1,1000,512,10000,2,29,0.000382890591914
2,1,2,1000000,1,1,1,1000,512,10000,2,0,3.31507005986e-06
4,1,4,1000000,1,1,1,10,512,100,5,29,5.30411209578e-05
